Debug019_aegypti_El_Dorado_Argentina_U_10	Debug019_aegypti_El_Dorado_Argentina_U_11	Debug019_aegypti_El_Dorado_Argentina_U_2	Debug019_aegypti_El_Dorado_Argentina_U_4	Debug019_aegypti_El_Dorado_Argentina_U_5	Debug031_aegypti_El_Dorado_US_U_24	Debug031_aegypti_El_Dorado_US_U_25	Debug031_aegypti_El_Dorado_US_U_26	Debug031_aegypti_El_Dorado_US_U_28	Debug031_aegypti_El_Dorado_US_U_29	Debug031_aegypti_El_Dorado_US_U_30	Debug031_aegypti_El_Dorado_US_U_31	Debug016_aegypti_Cali_Colombia_U_10	Debug016_aegypti_Cali_Colombia_U_11	Debug016_aegypti_Cali_Colombia_U_12	Debug016_aegypti_Cali_Colombia_U_5	Debug016_aegypti_Cali_Colombia_U_8	Debug016_aegypti_Cali_Colombia_U_9	Amacuzac_Mexico-_12	Amacuzac_Mexico-_15	Amacuzac_Mexico-_21	Amacuzac_Mexico-_2	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8
137339	175869	155382	190267	183014	203277	219885	217195	135757	163618	175249	122246	150112	166811	140671	172839	202278	186221	349550	306765	433608	392681	230965	195387	189460	306827	187131	166544	194176	213302	242341	235637	171178	209448	162073
181824	218624	150790	177274	192695	269008	260273	228063	138601	162762	203144	119798	145357	138794	142830	151035	218095	162583	328472	284329	453350	361445	267150	182238	229617	260254	166800	193448	239149	219763	228294	202004	151484	231720	154983
203232	311120	247984	288988	293795	364888	345402	304682	196045	243767	169686	143537	203349	215661	141275	159271	177028	172534	415965	347097	666153	468256	302708	215114	271070	327293	178110	230472	252044	210035	204420	218942	194271	311940	213267
59954	62551	59966	65170	62977	90706	95186	74694	55798	59579	79380	46616	45877	52970	40018	55540	71847	54023	112616	102961	136297	122431	80986	57898	71539	87540	52691	59372	61280	73050	73587	76314	53184	70302	47509
3988640	5040792	3980657	4634176	4876221	6209416	6250868	5555387	3652400	4302064	5561126	3381555	3601043	3724964	3130210	3663611	4949105	3997590	8499506	7167601	11186469	9270479	6230928	4524320	5688245	6529502	4225686	4843136	5694590	5150171	5811079	5550292	3948320	5762953	4216589
926425	849916	1316735	1241861	1623383	1947298	1963078	1866034	916679	1089762	836158	792086	568356	587057	485602	574863	773190	695252	1821354	1179059	2985580	1192684	876277	801055	1007710	856531	985872	593468	985808	1129649	1537216	763935	606406	775677	592485
180556	217372	170789	212825	210952	227302	206177	315026	196435	231310	267092	165903	174131	164997	172529	307044	413788	280285	433794	510615	621380	544631	326413	300652	218167	391924	407485	177191	343101	497685	503458	258576	213596	218656	190851
124471	156210	128166	159464	166096	189721	197509	170310	113052	112289	170864	117394	92686	83701	137128	272087	346082	149748	209095	348027	256405	207509	196233	206426	119435	150228	271199	104911	204755	362593	408992	156034	111741	123289	102013
11388	15601	8569	12913	9879	19654	18636	12966	7269	10685	19806	7814	66	28	11606	23757	27148	15040	846	28133	370	596	14509	20280	9892	597	27771	5806	27085	31560	44517	133	204	8045	32
201727	287669	192609	227348	234003	306525	300694	434886	184727	210103	297370	175046	337826	324587	293653	292710	448265	298969	852761	725017	931012	917769	515083	355313	495334	638548	312857	410792	484260	363141	493269	425972	330187	474580	428519
9902	20651	24993	23073	22399	21851	20164	28613	11762	15270	15967	16847	24073	20048	7438	0	150	11529	52845	26420	62076	55796	33536	13638	29289	43657	0	19038	9123	0	720	39877	26978	27306	30360
14648	16597	17779	22581	22004	22031	27517	19971	13367	17112	23255	15022	18379	14465	8667	14283	20424	15540	34200	27201	41200	31499	26004	17805	21867	27663	18225	13663	17670	26244	25558	24671	18967	21310	16085
143515	155103	123039	156795	159577	273902	257073	200492	113867	127913	192596	122462	101417	110796	81860	114764	161597	133583	236934	208424	271612	236046	169589	114381	188016	174104	108691	156580	204436	149096	156368	151342	107380	174006	119118
14194	18820	14467	20523	18789	21302	21535	19678	15686	17538	24248	12060	15383	13565	13467	16114	18393	14429	31249	32543	43977	35949	22752	20445	19459	27981	19597	22193	17638	20290	27322	19256	20361	20657	23070
3008351	4070989	3187241	3810633	3978450	5010784	4925372	4442935	2902259	3299968	4313012	2833606	2949742	2998695	2584579	3273240	4288980	3386520	6572914	5722666	8841085	7348185	5034471	3456949	4568812	5248845	3742122	3926075	4862392	4695344	4823924	4116682	3166737	4513439	3250140
223353	260194	188277	242443	266326	373940	363139	300848	218116	245522	327032	187324	181259	192672	177540	213445	266527	210330	428365	358284	533185	441395	302021	229361	274023	321101	238823	238149	276534	280642	334460	271845	201029	273446	208006
986368	1201395	923206	1029956	1068757	1436865	1332003	1142219	836551	984035	1240466	713471	964708	1009832	746220	846348	1146901	1011298	2207234	1719723	2735716	2213803	1656324	1060599	1537931	1549469	1172566	1288268	1459623	1496150	1766844	1280838	1032295	1352359	910207
17833	21704	17197	17451	22072	25070	27802	19498	18059	18584	24930	13804	12152	21444	14766	14382	18170	17538	34451	27202	42907	35497	25096	17564	18901	27499	18418	16912	19588	25544	24365	24973	16831	17487	14866
1383019	1684882	1374944	1612518	1613393	2038904	1939019	1817048	1145948	1322976	1750727	1153190	1575753	1603043	1306099	1538499	2046543	1816660	3474032	2984973	4474629	3747178	2251652	1812348	2184497	2617313	1713621	1886090	2282075	2168143	2441425	2127922	1578023	2180464	1575724
8147	10305	6650	8275	7590	11430	10564	9541	6485	6271	7771	7757	10560	7786	7546	9952	11009	9336	19974	15373	19158	16382	12271	9954	6330	14247	11968	7589	11628	13984	13253	9273	9695	11336	8390
14731	25547	19017	23492	21116	31329	30506	22783	18866	20467	24771	19968	20569	17640	16259	18616	22352	20396	40280	42469	52859	49831	25928	25497	26961	22526	23195	19129	23561	22229	29363	25025	16840	22593	19480
1613497	1419023	1571552	1946681	1985464	1588450	2336630	2182178	1500533	1721323	1533050	1021174	1249228	1248189	954271	1164565	1731230	1051759	1982387	2330052	3084873	2676340	1952986	1047643	1162741	1882952	1225978	1199578	1429122	1600647	1405439	1531995	922653	815647	1277051
4169	7067	6612	12397	9166	9792	12504	9227	6995	7831	8663	7683	6592	8779	7145	7612	8690	5533	18702	18255	19350	18682	10531	10938	11191	14330	10819	9027	10803	11966	11567	14793	8914	9339	8449
242856	418222	396904	561082	410968	546295	511054	659733	397395	436569	568372	388121	437756	484182	472700	499208	694716	424696	1103915	809784	1318976	1005599	813206	341535	547752	692587	378581	400365	470252	469494	471732	692796	388654	579055	451760
24212	27768	27487	25834	17660	34115	32480	24274	16529	18948	28021	18229	18715	20613	18349	24394	32528	16403	54031	52851	60682	46902	32902	23123	28660	32043	20125	17453	27081	31896	32527	22303	22015	26525	24968
511423	751657	633391	792413	764182	878305	825039	748505	581743	720269	789843	512012	578795	654049	578538	611344	841863	606012	1472837	1322608	1821974	1416853	942053	692044	845363	1014225	719875	647706	887090	914181	980262	900219	605362	790968	694224
1559604	1532528	1895422	1814209	2069547	2657504	2935373	2638761	1675879	1936809	1871448	1355402	834358	865859	1121494	1370334	1839163	1159747	2909166	2337994	4310398	1935854	1318965	1616490	1404675	1399502	1897986	1169740	2101760	2360888	2529578	1877965	1348815	829351	1205890
10109150	12932381	10533151	13113228	11556447	17535911	16677618	13457430	11160195	12907152	15213560	9105044	10082827	10825209	9158714	10624369	14675735	11109511	23804081	21562053	29541208	24257401	17339264	12329794	13567733	17083212	12146590	10769295	14236094	15005263	17319690	14450876	10257918	12597022	11885996
7246	12768	14519	16687	19299	17229	18810	21980	10019	15557	16973	17650	10501	11466	14565	10493	14620	9694	31781	27188	33157	30862	15194	13466	17671	23777	13282	12730	18787	19555	17071	16196	12094	13416	13986
134365	158035	131864	161422	172846	194856	194619	173221	133795	158443	179764	127051	130026	143890	122469	167078	218378	165959	318595	303022	449901	353050	257524	287518	200702	262702	186207	174433	192492	222928	248830	215016	152099	186519	162502
47504	53929	46784	56773	71763	69233	72304	70062	44350	45616	71397	41982	45300	44671	42103	56461	61385	51069	102524	92971	136689	111759	71807	59000	53876	71283	59768	58059	66714	72917	76676	73876	49001	58587	53996
26526	31906	23988	29244	33154	32052	33514	39088	26389	27041	37408	19891	22622	28192	18888	25189	31789	23339	58172	41851	75076	50675	38090	24867	28347	39121	27917	26327	27863	30589	34895	32223	23428	27741	24266
16184	24065	17017	22861	24095	28205	24669	26213	16023	18264	26869	15809	16719	17477	12337	17631	22222	18685	34065	30496	39524	33544	27785	25237	16010	35426	21728	19609	22365	30467	30459	27077	17256	23505	20958
773081	1009701	848887	1105882	1172280	1285551	1308424	1106799	726625	856778	1207524	760162	817866	807379	761936	899204	1200943	987680	1864868	1716686	2234340	2043666	1232913	963886	1071027	1460427	1087093	881049	1172149	1334013	1526326	1229003	870434	1014750	1005020
294477	366079	304715	384290	441294	487525	485913	451265	274742	318476	415620	274505	291108	299724	263948	354186	463372	360340	674521	613855	877960	735077	498651	381206	423194	504562	402479	373378	430387	482983	555079	433745	296339	364125	342511
3423886	3826459	4455477	4411498	5394946	6488175	6331826	5897795	3368348	3866506	3695515	2924356	3269472	3298646	3090229	3690672	5214850	3858881	7723589	7229389	10846493	8421047	5826030	4505587	4596867	5869163	4368742	3888207	4611792	5061671	6028925	5454452	3596996	4519233	4087215
1168002	1256926	987968	1004888	1060778	1439654	1318500	1135537	877987	982116	1253785	794763	760136	789274	649813	797289	1041016	905240	1666352	1500204	2104633	1628876	1412447	936510	705448	1095583	669580	586724	833319	827589	1027534	1089561	660524	984228	795036
186325	224954	178913	203472	198989	239030	251454	194701	166108	202998	246154	121452	198343	192157	183970	213384	270625	200746	321324	366804	487135	333274	326777	230222	210584	245779	211547	185752	254985	229171	288058	257996	189459	236771	236150
315886	344951	300911	363132	330956	369607	384870	352484	263769	299304	332846	174138	303909	311482	250093	318048	408100	286668	540876	507836	722829	648723	496270	353931	290463	468700	270563	224298	356003	351326	414780	355734	313076	319985	307417
103072	139015	118445	135819	143412	161392	144284	138729	96100	94892	125686	89255	101641	101782	95250	114062	148405	113923	232022	191157	283808	256734	172940	134033	113926	170653	101097	96582	132790	122717	164212	157006	109249	134363	120806
17835	21001	13246	19430	20098	23970	26474	23205	16281	13080	15059	10998	11252	17674	10079	12645	20354	12957	35363	28043	37160	32253	21553	19342	19263	28780	19844	13539	25956	22513	19841	19481	14136	15354	15292
14199	12385	12410	13007	15538	18512	18568	19310	9658	12968	15670	9585	9827	6133	9686	9677	14606	13530	26768	22086	37029	30857	16541	15325	16903	17885	19874	12922	16180	16755	18600	17983	11173	14519	14730
11046	19030	19172	17987	17313	22341	23120	18325	15618	16034	20419	10792	12470	13009	10677	15363	17467	13328	37757	29236	35911	36401	22994	16946	14708	23549	17876	13752	20406	21389	22371	18078	11257	14959	14676
2987083	3894424	3374879	4020416	3813040	4625575	4763967	4389960	3108564	3385565	4291909	2963484	3188682	3346054	3185246	3625203	5095667	3462644	7763551	7135447	9380061	8367514	5310355	4101732	3508419	5793351	3102556	2755595	4063184	3604076	4570908	4883568	3253207	4148028	3565930
55480	118989	172833	150093	171098	110091	290016	18983	88456	104739	142674	78826	37332	14489	33481	104591	21082	92682	101370	271111	262393	49507	131196	152859	104771	33545	36539	94240	34153	47866	20399	249392	70810	9545	133978
11275	32751	53890	43575	42655	17866	66995	2883	21595	27167	27176	17580	11965	0	9477	25823	440	24231	22495	59517	54409	849	34272	34196	27767	226	627	22869	150	0	249	80681	25498	255	46755
151982	173551	145802	198983	187850	243520	232549	191059	216040	271538	313639	125354	182503	180764	173074	207643	279580	198282	431728	350451	462438	426313	277205	204903	271525	283429	256238	203413	243944	307682	272902	229479	177723	205964	203511
41432	50427	39386	47423	42965	54035	54476	46387	38178	38094	46502	33515	37723	39166	31632	34551	47478	34177	75469	71675	114571	82595	56981	43668	8396	62123	9788	5915	25640	12273	31479	58482	25119	40228	38551
3167492	4147668	3187871	3964891	3690889	5187509	5052980	3950659	3159811	3738160	4101993	2964501	3078183	3214708	2801654	3350368	4659727	3570782	7586676	6499571	9392812	7870420	5204380	3828344	3819781	5482157	3558818	3127795	4488920	4479799	4852858	4673885	3110074	3825777	3645216
1624	4098	3693	7484	4337	436	1077	2062	812	392	3558	2592	3543	3713	4326	5351	9877	5692	573	1237	422	2423	7113	3817	7033	816	4385	4231	6755	5030	2783	4761	4359	609	3666
167006	221950	154314	243956	258566	213242	237504	250894	178010	218527	138419	109610	94066	112596	89277	145550	179112	106319	198977	235440	270702	267618	146159	137027	187281	197252	163089	163752	151128	206789	165015	154159	143206	110179	78921
349738	455980	259117	325185	340277	696478	679456	464841	358443	411817	426323	308130	272992	309651	240825	282182	364632	311614	524797	498025	1052933	667813	459462	691364	688761	459306	485101	577587	434648	587522	810116	472959	435083	446539	295230
8060	20271	18930	19660	21455	25305	27046	27127	15881	19912	22791	13299	17203	18003	20070	13707	23288	14876	35590	34354	51119	39403	24354	22699	19988	25562	19866	16911	25396	26431	29614	24153	17728	21771	19035
341747	472997	410429	409593	462768	545708	521652	496338	347394	392932	486747	328730	286598	308657	274984	327331	453964	354858	786431	673837	984234	783539	487093	424621	393475	583902	342002	327598	422479	441768	553859	537167	334766	410475	388177
859864	1071704	615741	725161	791053	1685039	1682854	1188938	1095890	1246264	1195373	549000	690545	717542	575812	737240	977226	790725	1688864	1467765	2210994	1812691	1164154	875414	984317	1270518	968617	826899	1010233	1166860	1254702	1038879	805011	952077	819295
185718	235608	99937	116970	134598	418039	433661	245623	293858	335521	264942	120297	145639	134791	158665	184735	251781	169758	358337	356595	494386	637989	263218	261613	294909	401933	253407	263954	244142	347538	370103	258691	229514	225229	205372
316089	398778	210241	353519	376248	619337	592405	407115	364174	443525	403280	201169	308584	326494	314911	302205	411946	349942	557522	477704	689805	589734	514848	355187	316619	464945	285059	260016	351296	377289	396814	342601	321189	379866	308323
1257313	1567454	1129298	1221525	1253486	2340419	2279522	1744510	1369304	1642977	1635992	909077	959153	994327	913922	1175297	1529369	1147766	2218152	2041805	3017624	2394947	1483977	1147601	1219773	1705367	1087938	1020336	1208109	1368257	1716567	1500207	953343	1219220	1018957
29924	36230	33067	40110	44846	45800	46724	38166	27736	34281	35981	29782	25409	28097	18217	28099	40273	34361	68176	56736	83330	77017	52833	42011	35309	53903	35952	26874	38605	45548	51120	41645	34816	38939	35672
201036	255705	199283	245008	256982	301795	306554	265103	198118	214952	261045	169216	193923	187151	149753	182899	263704	207461	376266	347388	515275	439803	230780	230000	141854	323760	119962	127121	156170	149457	219617	272806	145351	221531	170573
626758	763653	573771	668469	714824	1091571	1079870	890460	677833	791728	923845	548138	506874	505765	465470	580020	772253	615921	1216482	994886	1567435	1268136	877712	692100	524234	917076	575469	455526	645073	683864	849782	830010	518108	683040	629937
1271865	1615226	1030509	1213552	1304404	2189775	2200651	1794786	1474434	1712927	1612871	851025	947983	956841	839941	1018497	1375620	1071825	2246432	2099990	2847943	2281550	1620277	1281984	1312684	1600654	1113167	1108576	1257769	1375531	1596572	1423742	1000447	1216868	1078637
392211	450052	430391	511902	516925	647204	664276	646333	516928	614966	660678	337441	404555	403171	385773	436052	598437	476594	854872	754033	1151874	951997	643887	492682	497672	647620	474314	434208	530013	613259	641260	583279	419364	486354	431391
619135	775702	831754	914782	903568	979842	953020	1110297	925690	1016680	1013399	605345	570315	606776	641993	775387	956892	679653	1357695	1322234	1839503	1766782	1121204	806467	883206	1247158	873349	738925	990541	1079502	1040883	949379	675092	818387	818903
201063	158514	189066	184018	187967	291361	274780	200460	185954	221187	238977	122272	126952	123689	145695	151380	195515	149089	281660	260684	412980	452541	245573	154660	232132	293812	251288	190971	201500	278091	230497	181550	181068	176472	178537
25584	33415	26352	30825	35871	35397	38750	36536	20793	26249	34824	18016	18956	22731	18170	26650	35832	26797	47774	49917	69037	54946	42703	29960	30704	49912	33694	27183	32350	33441	48770	37844	31177	31645	27528
466251	700242	454208	502275	595056	873652	856767	754689	532929	576680	683669	389128	376264	373420	342098	459301	597612	407508	911724	796024	1089932	968405	721875	504818	483234	734152	478679	392736	537262	621146	690812	547734	412161	523011	438307
