Estimate	Std. Error	z value	Pr(>|z|)	var	inv	vars	converged
0	0	0.637582752372279	0.523745326048821	mintemp	X2_SaudiArabia_1	abslat + maxtemp + mintemp + precipitation	TRUE
0	0	0.918332755239488	0.358444683794868	precipitation	X2_SaudiArabia_1	abslat + maxtemp + mintemp + precipitation	TRUE
-1.2453	3.3432	-0.372475320253813	0.709538983814781	(Intercept)	X2_SaudiArabia_1	abslat + maxtemp + precipitation	TRUE
0	0	1.36398646966365	0.172571824115037	abslat	X2_SaudiArabia_1	abslat + maxtemp + precipitation	TRUE
0	0	-0.689736707966489	0.490359777088477	maxtemp	X2_SaudiArabia_1	abslat + maxtemp + precipitation	TRUE
0	0	1.28922452015958	0.197320042877749	precipitation	X2_SaudiArabia_1	abslat + maxtemp + precipitation	TRUE
-3.4695	1.1184	-3.10211404861137	0.00192143916961151	(Intercept)	X2_SaudiArabia_1	abslat + precipitation	TRUE
0	0	1.44851532106534	0.147472984283716	abslat	X2_SaudiArabia_1	abslat + precipitation	TRUE
0	0	1.857853644455	0.0631898007616654	precipitation	X2_SaudiArabia_1	abslat + precipitation	TRUE
-2.27	0.73	-3.09174127989779	0.00198986195852276	(Intercept)	X2_SaudiArabia_1	precipitation	TRUE
0	0	1.3412537742952	0.179838072552372	precipitation	X2_SaudiArabia_1	precipitation	TRUE
-0.8	3.2	-0.254421767673116	0.799169735950092	(Intercept)	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.09	0.07	1.37800835000696	0.168200710118458	abslat	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0	0	-0.179984011432162	0.857165120248753	popdens	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
-0.2	0.2	-1.16976601810698	0.242095142382267	maxtemp	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.3	0.2	1.32581809514617	0.184899957771831	mintemp	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
2e-04	7e-04	0.28923784415778	0.772399373416802	precipitation	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.018	0.014	1.24645749453126	0.212596484777555	precseason	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.004	0.005	0.677128029622317	0.498324726167251	tempseason	X2_Senegal_1	abslat + popdens + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.03	2.92	0.0114526598569399	0.9908622992758	(Intercept)	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0	0	2.63818246345705	0.00833517203267262	abslat	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
-0.1211	0.1372	-0.882888097763827	0.377296734967663	maxtemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.1426	0.1238	1.15213057182277	0.249267422072746	mintemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0	0	1.0315162718787	0.302298781614981	precipitation	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0.0089	0.0128	0.693644705390435	0.487905050529895	precseason	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
0	0	-0.298758700059093	0.765124165041975	tempseason	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason + tempseason	TRUE
-2	3.2	-0.631477928464356	0.527728076331694	(Intercept)	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
0.155	0.059	2.63427544882967	0.00843170549575063	abslat	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
-0.11	0.1	-1.06291695739606	0.287819612223694	maxtemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
0.15	0.09	1.6221585178681	0.104769411149593	mintemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
7e-04	7e-04	1.02343456146049	0.306102425287741	precipitation	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
0.011	0.013	0.895135619746328	0.370714594945154	precseason	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation + precseason	TRUE
-1.69	2.83	-0.596533024994286	0.550819198469376	(Intercept)	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation	TRUE
0.138	0.057	2.43479208690185	0.0149003485823798	abslat	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation	TRUE
-0.071	0.09	-0.786643791797108	0.431490416342486	maxtemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation	TRUE
0.16	0.09	1.66105664620804	0.0967020704804101	mintemp	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation	TRUE
0	0	0.838339820306508	0.401839877652013	precipitation	X2_Senegal_1	abslat + maxtemp + mintemp + precipitation	TRUE
-2.7	2.2	-1.24876373053979	0.211751503313201	(Intercept)	X2_Senegal_1	abslat + mintemp + precipitation	TRUE
0.071	0.05	1.41868467600076	0.155990966761405	abslat	X2_Senegal_1	abslat + mintemp + precipitation	TRUE
0.13	0.1	1.3556620106613	0.175206731849631	mintemp	X2_Senegal_1	abslat + mintemp + precipitation	TRUE
1e-04	6e-04	0.203197004818303	0.838981053811993	precipitation	X2_Senegal_1	abslat + mintemp + precipitation	TRUE
-1.9	1.7	-1.07910929855272	0.280539006546705	(Intercept)	X2_Senegal_1	abslat + mintemp	TRUE
0.078	0.047	1.66324072178135	0.0962642592602389	abslat	X2_Senegal_1	abslat + mintemp	TRUE
0.132	0.075	1.75598359668429	0.0790912094553957	mintemp	X2_Senegal_1	abslat + mintemp	TRUE
0.8	0.9	0.875865562051717	0.381103123098725	(Intercept)	X2_Senegal_1	mintemp	TRUE
-0.01	0.06	-0.242592074344979	0.80832142159751	mintemp	X2_Senegal_1	mintemp	TRUE
