sample	hap	accession	pop	spp	region	contgroup	country
Debug025_aegypti_Sao_Luiz_Brazil_M_15	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_15_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_16	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_16_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_16	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_16_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_17	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_17_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_17	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_17_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_18	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_18_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_18	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_18_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_19	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_19_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_19	H001	Debug025_aegypti_Sao_Luiz_Brazil_M_19_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_2	H128	Debug025_aegypti_Sao_Luiz_Brazil_M_2_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_2	H020	Debug025_aegypti_Sao_Luiz_Brazil_M_2_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_20	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_20_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_20	H020	Debug025_aegypti_Sao_Luiz_Brazil_M_20_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_3	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_3_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_3	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_3_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_4	H007	Debug025_aegypti_Sao_Luiz_Brazil_M_4_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_4	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_4_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_5	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_5_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_5	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_5_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_7	H020	Debug025_aegypti_Sao_Luiz_Brazil_M_7_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_7	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_7_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_8	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_8_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_8	H004	Debug025_aegypti_Sao_Luiz_Brazil_M_8_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_9	H646	Debug025_aegypti_Sao_Luiz_Brazil_M_9_0	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_9	H577	Debug025_aegypti_Sao_Luiz_Brazil_M_9_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_1	H001	Debug026_aegypti_Lagarto_Brazil_M_1_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_1	H001	Debug026_aegypti_Lagarto_Brazil_M_1_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_10	H004	Debug026_aegypti_Lagarto_Brazil_M_10_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_10	H001	Debug026_aegypti_Lagarto_Brazil_M_10_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_11	H012	Debug026_aegypti_Lagarto_Brazil_M_11_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_11	H083	Debug026_aegypti_Lagarto_Brazil_M_11_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_12	H687	Debug026_aegypti_Lagarto_Brazil_M_12_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_12	H001	Debug026_aegypti_Lagarto_Brazil_M_12_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_13	H004	Debug026_aegypti_Lagarto_Brazil_M_13_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_13	H001	Debug026_aegypti_Lagarto_Brazil_M_13_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_14	H001	Debug026_aegypti_Lagarto_Brazil_M_14_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_14	H004	Debug026_aegypti_Lagarto_Brazil_M_14_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_15	H711	Debug026_aegypti_Lagarto_Brazil_M_15_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_15	H024	Debug026_aegypti_Lagarto_Brazil_M_15_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_16	H135	Debug026_aegypti_Lagarto_Brazil_M_16_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_16	H044	Debug026_aegypti_Lagarto_Brazil_M_16_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_17	H067	Debug026_aegypti_Lagarto_Brazil_M_17_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_17	H001	Debug026_aegypti_Lagarto_Brazil_M_17_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_18	H001	Debug026_aegypti_Lagarto_Brazil_M_18_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_18	H001	Debug026_aegypti_Lagarto_Brazil_M_18_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_19	H004	Debug026_aegypti_Lagarto_Brazil_M_19_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_19	H069	Debug026_aegypti_Lagarto_Brazil_M_19_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_2	H013	Debug026_aegypti_Lagarto_Brazil_M_2_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_2	H001	Debug026_aegypti_Lagarto_Brazil_M_2_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_20	H051	Debug026_aegypti_Lagarto_Brazil_M_20_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_20	H004	Debug026_aegypti_Lagarto_Brazil_M_20_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_3	H001	Debug026_aegypti_Lagarto_Brazil_M_3_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_3	H001	Debug026_aegypti_Lagarto_Brazil_M_3_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_4	H141	Debug026_aegypti_Lagarto_Brazil_M_4_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_4	H013	Debug026_aegypti_Lagarto_Brazil_M_4_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_5	H069	Debug026_aegypti_Lagarto_Brazil_M_5_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_5	H067	Debug026_aegypti_Lagarto_Brazil_M_5_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_6	H003	Debug026_aegypti_Lagarto_Brazil_M_6_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_6	H003	Debug026_aegypti_Lagarto_Brazil_M_6_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_7	H008	Debug026_aegypti_Lagarto_Brazil_M_7_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_7	H003	Debug026_aegypti_Lagarto_Brazil_M_7_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_8	H710	Debug026_aegypti_Lagarto_Brazil_M_8_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_8	H001	Debug026_aegypti_Lagarto_Brazil_M_8_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_9	H036	Debug026_aegypti_Lagarto_Brazil_M_9_0	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_9	H024	Debug026_aegypti_Lagarto_Brazil_M_9_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_1	H004	Debug026_aegypti_Maringa_Brazil_M_1_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_1	H001	Debug026_aegypti_Maringa_Brazil_M_1_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_10	H001	Debug026_aegypti_Maringa_Brazil_M_10_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_10	H001	Debug026_aegypti_Maringa_Brazil_M_10_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_11	H001	Debug026_aegypti_Maringa_Brazil_M_11_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_11	H001	Debug026_aegypti_Maringa_Brazil_M_11_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_12	H001	Debug026_aegypti_Maringa_Brazil_M_12_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_12	H001	Debug026_aegypti_Maringa_Brazil_M_12_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_13	H012	Debug026_aegypti_Maringa_Brazil_M_13_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_13	H001	Debug026_aegypti_Maringa_Brazil_M_13_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_15	H001	Debug026_aegypti_Maringa_Brazil_M_15_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_15	H001	Debug026_aegypti_Maringa_Brazil_M_15_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_16	H001	Debug026_aegypti_Maringa_Brazil_M_16_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_16	H004	Debug026_aegypti_Maringa_Brazil_M_16_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_17	H001	Debug026_aegypti_Maringa_Brazil_M_17_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_17	H024	Debug026_aegypti_Maringa_Brazil_M_17_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_18	H001	Debug026_aegypti_Maringa_Brazil_M_18_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_18	H004	Debug026_aegypti_Maringa_Brazil_M_18_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_19	H001	Debug026_aegypti_Maringa_Brazil_M_19_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_19	H001	Debug026_aegypti_Maringa_Brazil_M_19_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_2	H004	Debug026_aegypti_Maringa_Brazil_M_2_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_2	H001	Debug026_aegypti_Maringa_Brazil_M_2_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_20	H001	Debug026_aegypti_Maringa_Brazil_M_20_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_20	H001	Debug026_aegypti_Maringa_Brazil_M_20_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_3	H003	Debug026_aegypti_Maringa_Brazil_M_3_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_3	H010	Debug026_aegypti_Maringa_Brazil_M_3_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_4	H036	Debug026_aegypti_Maringa_Brazil_M_4_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_4	H001	Debug026_aegypti_Maringa_Brazil_M_4_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_6	H003	Debug026_aegypti_Maringa_Brazil_M_6_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_6	H003	Debug026_aegypti_Maringa_Brazil_M_6_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_7	H003	Debug026_aegypti_Maringa_Brazil_M_7_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_7	H003	Debug026_aegypti_Maringa_Brazil_M_7_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_8	H123	Debug026_aegypti_Maringa_Brazil_M_8_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_8	H003	Debug026_aegypti_Maringa_Brazil_M_8_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_9	H003	Debug026_aegypti_Maringa_Brazil_M_9_0	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_9	H003	Debug026_aegypti_Maringa_Brazil_M_9_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_16	H004	Debug026_aegypti_Passo_Fundo_Brazil_M_16_0	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_16	H004	Debug026_aegypti_Passo_Fundo_Brazil_M_16_1	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_17	H001	Debug026_aegypti_Passo_Fundo_Brazil_M_17_0	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_17	H001	Debug026_aegypti_Passo_Fundo_Brazil_M_17_1	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_19	H012	Debug026_aegypti_Passo_Fundo_Brazil_M_19_0	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_19	H003	Debug026_aegypti_Passo_Fundo_Brazil_M_19_1	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_20	H004	Debug026_aegypti_Passo_Fundo_Brazil_M_20_1	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_20	H077	Debug026_aegypti_Passo_Fundo_Brazil_M_20_0	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_1	H003	Debug026_aegypti_Patos_de_Minas_Brazil_M_1_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_1	H012	Debug026_aegypti_Patos_de_Minas_Brazil_M_1_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_10	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_10_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_10	H075	Debug026_aegypti_Patos_de_Minas_Brazil_M_10_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_11	H030	Debug026_aegypti_Patos_de_Minas_Brazil_M_11_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_11	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_11_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_12	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_12_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_12	H012	Debug026_aegypti_Patos_de_Minas_Brazil_M_12_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_13	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_13_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_13	H004	Debug026_aegypti_Patos_de_Minas_Brazil_M_13_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_14	H004	Debug026_aegypti_Patos_de_Minas_Brazil_M_14_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_14	H004	Debug026_aegypti_Patos_de_Minas_Brazil_M_14_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_15	H137	Debug026_aegypti_Patos_de_Minas_Brazil_M_15_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_15	H004	Debug026_aegypti_Patos_de_Minas_Brazil_M_15_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_16	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_16_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_16	H004	Debug026_aegypti_Patos_de_Minas_Brazil_M_16_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_17	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_17_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_17	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_17_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_18	H075	Debug026_aegypti_Patos_de_Minas_Brazil_M_18_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_18	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_18_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_19	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_19_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_19	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_19_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_2	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_2_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_2	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_2_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_20	H008	Debug026_aegypti_Patos_de_Minas_Brazil_M_20_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_20	H001	Debug026_aegypti_Patos_de_Minas_Brazil_M_20_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_4	H020	Debug026_aegypti_Patos_de_Minas_Brazil_M_4_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_4	H008	Debug026_aegypti_Patos_de_Minas_Brazil_M_4_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_5	H008	Debug026_aegypti_Patos_de_Minas_Brazil_M_5_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_5	H003	Debug026_aegypti_Patos_de_Minas_Brazil_M_5_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_7	H012	Debug026_aegypti_Patos_de_Minas_Brazil_M_7_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_7	H003	Debug026_aegypti_Patos_de_Minas_Brazil_M_7_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_8	H027	Debug026_aegypti_Patos_de_Minas_Brazil_M_8_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_8	H141	Debug026_aegypti_Patos_de_Minas_Brazil_M_8_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_9	H003	Debug026_aegypti_Patos_de_Minas_Brazil_M_9_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_9	H003	Debug026_aegypti_Patos_de_Minas_Brazil_M_9_0	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_1	H007	Debug026_aegypti_Porto_Velho_Brazil_M_1_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_1	H004	Debug026_aegypti_Porto_Velho_Brazil_M_1_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_11	H007	Debug026_aegypti_Porto_Velho_Brazil_M_11_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_11	H007	Debug026_aegypti_Porto_Velho_Brazil_M_11_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_12	H007	Debug026_aegypti_Porto_Velho_Brazil_M_12_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_12	H004	Debug026_aegypti_Porto_Velho_Brazil_M_12_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_13	H007	Debug026_aegypti_Porto_Velho_Brazil_M_13_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_13	H007	Debug026_aegypti_Porto_Velho_Brazil_M_13_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_14	H007	Debug026_aegypti_Porto_Velho_Brazil_M_14_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_14	H003	Debug026_aegypti_Porto_Velho_Brazil_M_14_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_15	H007	Debug026_aegypti_Porto_Velho_Brazil_M_15_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_15	H008	Debug026_aegypti_Porto_Velho_Brazil_M_15_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_16	H007	Debug026_aegypti_Porto_Velho_Brazil_M_16_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_16	H008	Debug026_aegypti_Porto_Velho_Brazil_M_16_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_17	H007	Debug026_aegypti_Porto_Velho_Brazil_M_17_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_17	H702	Debug026_aegypti_Porto_Velho_Brazil_M_17_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_18	H003	Debug026_aegypti_Porto_Velho_Brazil_M_18_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_18	H008	Debug026_aegypti_Porto_Velho_Brazil_M_18_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_19	H007	Debug026_aegypti_Porto_Velho_Brazil_M_19_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_19	H007	Debug026_aegypti_Porto_Velho_Brazil_M_19_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_2	H003	Debug026_aegypti_Porto_Velho_Brazil_M_2_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_2	H007	Debug026_aegypti_Porto_Velho_Brazil_M_2_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_20	H007	Debug026_aegypti_Porto_Velho_Brazil_M_20_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_20	H007	Debug026_aegypti_Porto_Velho_Brazil_M_20_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_3	H007	Debug026_aegypti_Porto_Velho_Brazil_M_3_0	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_3	H695	Debug026_aegypti_Porto_Velho_Brazil_M_3_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_4	H001	Debug026_aegypti_Porto_Velho_Brazil_M_4_1	PortoVelho	AAA	South America	Americas	Brazil
