sample	hap	accession	pop	spp	region	contgroup	country
Debug013_aegypti_Bundibugyo_Uganda_10	H192	Debug013_aegypti_Bundibugyo_Uganda_10_0	Bundibugyo	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Bundibugyo_Uganda_11	H566	Debug013_aegypti_Bundibugyo_Uganda_11_1	Bundibugyo	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Bundibugyo_Uganda_11	H553	Debug013_aegypti_Bundibugyo_Uganda_11_0	Bundibugyo	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Kichwamba_Uganda_01	H249	Debug013_aegypti_Kichwamba_Uganda_01_0	Kichwamba	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Kichwamba_Uganda_01	H064	Debug013_aegypti_Kichwamba_Uganda_01_1	Kichwamba	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Kichwamba_Uganda_09	H295	Debug013_aegypti_Kichwamba_Uganda_09_1	Kichwamba	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Kichwamba_Uganda_09	H252	Debug013_aegypti_Kichwamba_Uganda_09_0	Kichwamba	AAF	East Africa	Eafrica	Uganda
Debug013_aegypti_Virhembe_Kenya_01	H492	Debug013_aegypti_Virhembe_Kenya_01_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_01	H405	Debug013_aegypti_Virhembe_Kenya_01_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_02	H371	Debug013_aegypti_Virhembe_Kenya_02_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_02	H344	Debug013_aegypti_Virhembe_Kenya_02_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_03	H250	Debug013_aegypti_Virhembe_Kenya_03_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_03	H583	Debug013_aegypti_Virhembe_Kenya_03_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_04	H422	Debug013_aegypti_Virhembe_Kenya_04_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_04	H120	Debug013_aegypti_Virhembe_Kenya_04_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_07	H385	Debug013_aegypti_Virhembe_Kenya_07_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_07	H317	Debug013_aegypti_Virhembe_Kenya_07_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_20	H275	Debug013_aegypti_Virhembe_Kenya_20_0	Virembe	AAF	East Africa	Eafrica	Kenya
Debug013_aegypti_Virhembe_Kenya_20	H154	Debug013_aegypti_Virhembe_Kenya_20_1	Virembe	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Entebbe_Uganda_01	H229	Debug014_aegypti_Entebbe_Uganda_01_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_01	H180	Debug014_aegypti_Entebbe_Uganda_01_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_04	H097	Debug014_aegypti_Entebbe_Uganda_04_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_04	H097	Debug014_aegypti_Entebbe_Uganda_04_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_10	H330	Debug014_aegypti_Entebbe_Uganda_10_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_10	H106	Debug014_aegypti_Entebbe_Uganda_10_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_14	H108	Debug014_aegypti_Entebbe_Uganda_14_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_14	H573	Debug014_aegypti_Entebbe_Uganda_14_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_15	H379	Debug014_aegypti_Entebbe_Uganda_15_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_15	H560	Debug014_aegypti_Entebbe_Uganda_15_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_20	H321	Debug014_aegypti_Entebbe_Uganda_20_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_20	H185	Debug014_aegypti_Entebbe_Uganda_20_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_21	H189	Debug014_aegypti_Entebbe_Uganda_21_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_21	H338	Debug014_aegypti_Entebbe_Uganda_21_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_23	H532	Debug014_aegypti_Entebbe_Uganda_23_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_23	H416	Debug014_aegypti_Entebbe_Uganda_23_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_24	H237	Debug014_aegypti_Entebbe_Uganda_24_0	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Entebbe_Uganda_24	H452	Debug014_aegypti_Entebbe_Uganda_24_1	Entebbe	AAF	East Africa	Eafrica	Uganda
Debug014_aegypti_Kwale_Kenya_36	H306	Debug014_aegypti_Kwale_Kenya_36_0	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_36	H653	Debug014_aegypti_Kwale_Kenya_36_1	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_37	H291	Debug014_aegypti_Kwale_Kenya_37_1	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_37	H100	Debug014_aegypti_Kwale_Kenya_37_0	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_38	H208	Debug014_aegypti_Kwale_Kenya_38_0	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_38	H652	Debug014_aegypti_Kwale_Kenya_38_1	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_39	H477	Debug014_aegypti_Kwale_Kenya_39_1	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_39	H388	Debug014_aegypti_Kwale_Kenya_39_0	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_40	H283	Debug014_aegypti_Kwale_Kenya_40_1	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_Kwale_Kenya_40	H080	Debug014_aegypti_Kwale_Kenya_40_0	Kwale	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_ShimbaHills_Kenya_23	H475	Debug014_aegypti_ShimbaHills_Kenya_23_1	ShimbaHills	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_ShimbaHills_Kenya_23	H479	Debug014_aegypti_ShimbaHills_Kenya_23_0	ShimbaHills	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_ShimbaHills_Kenya_24	H589	Debug014_aegypti_ShimbaHills_Kenya_24_1	ShimbaHills	AAF	East Africa	Eafrica	Kenya
Debug014_aegypti_ShimbaHills_Kenya_24	H476	Debug014_aegypti_ShimbaHills_Kenya_24_0	ShimbaHills	AAF	East Africa	Eafrica	Kenya
Debug015_aegypti_Jacobina_Brazil_L_1	H037	Debug015_aegypti_Jacobina_Brazil_L_1_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_1	H012	Debug015_aegypti_Jacobina_Brazil_L_1_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_10	H132	Debug015_aegypti_Jacobina_Brazil_L_10_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_10	H035	Debug015_aegypti_Jacobina_Brazil_L_10_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_11	H037	Debug015_aegypti_Jacobina_Brazil_L_11_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_11	H037	Debug015_aegypti_Jacobina_Brazil_L_11_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_12	H013	Debug015_aegypti_Jacobina_Brazil_L_12_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_12	H027	Debug015_aegypti_Jacobina_Brazil_L_12_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_13	H012	Debug015_aegypti_Jacobina_Brazil_L_13_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_13	H013	Debug015_aegypti_Jacobina_Brazil_L_13_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_14	H041	Debug015_aegypti_Jacobina_Brazil_L_14_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_14	H035	Debug015_aegypti_Jacobina_Brazil_L_14_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_16	H037	Debug015_aegypti_Jacobina_Brazil_L_16_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_16	H037	Debug015_aegypti_Jacobina_Brazil_L_16_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_17	H041	Debug015_aegypti_Jacobina_Brazil_L_17_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_17	H066	Debug015_aegypti_Jacobina_Brazil_L_17_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_18	H051	Debug015_aegypti_Jacobina_Brazil_L_18_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_18	H012	Debug015_aegypti_Jacobina_Brazil_L_18_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_19	H041	Debug015_aegypti_Jacobina_Brazil_L_19_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_19	H035	Debug015_aegypti_Jacobina_Brazil_L_19_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_20	H069	Debug015_aegypti_Jacobina_Brazil_L_20_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_20	H051	Debug015_aegypti_Jacobina_Brazil_L_20_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_4	H132	Debug015_aegypti_Jacobina_Brazil_L_4_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_4	H035	Debug015_aegypti_Jacobina_Brazil_L_4_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_5	H051	Debug015_aegypti_Jacobina_Brazil_L_5_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_5	H671	Debug015_aegypti_Jacobina_Brazil_L_5_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_7	H012	Debug015_aegypti_Jacobina_Brazil_L_7_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_7	H013	Debug015_aegypti_Jacobina_Brazil_L_7_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_8	H041	Debug015_aegypti_Jacobina_Brazil_L_8_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_8	H035	Debug015_aegypti_Jacobina_Brazil_L_8_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_9	H035	Debug015_aegypti_Jacobina_Brazil_L_9_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_9	H684	Debug015_aegypti_Jacobina_Brazil_L_9_0	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_1	H086	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_1_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_1	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_1_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_10	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_10_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_10	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_10_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_11	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_11_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_11	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_11_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_12	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_12_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_12	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_12_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_13	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_13_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_13	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_13_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_16	H015	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_16_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_16	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_16_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_17	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_17_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_17	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_17_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_18	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_18_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_18	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_18_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_2	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_2_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_2	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_2_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_3	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_3_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_3	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_3_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_4	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_4_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_4	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_4_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_5	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_5_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_5	H029	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_5_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_6	H085	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_6_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_6	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_6_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_7	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_7_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_7	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_7_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_8	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_8_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_8	H006	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_8_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_9	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_9_0	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Jeddah_Saudi_Arabia_Female_9	H005	Debug015_aegypti_Jeddah_Saudi_Arabia_Female_9_1	Jeddah	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_10	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_10_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_10	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_10_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_11	H640	Debug015_aegypti_Mecca_Saudi_Arabia_Female_11_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_11	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_11_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_12	H143	Debug015_aegypti_Mecca_Saudi_Arabia_Female_12_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_12	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_12_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_14	H045	Debug015_aegypti_Mecca_Saudi_Arabia_Female_14_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_14	H072	Debug015_aegypti_Mecca_Saudi_Arabia_Female_14_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_15	H143	Debug015_aegypti_Mecca_Saudi_Arabia_Female_15_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_15	H227	Debug015_aegypti_Mecca_Saudi_Arabia_Female_15_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_16	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_16_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_16	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_16_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_17	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_17_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_17	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_17_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_18	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_18_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_18	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_18_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_2	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_2_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_2	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_2_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_20	H087	Debug015_aegypti_Mecca_Saudi_Arabia_Female_20_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_20	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_20_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_4	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_4_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_4	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_4_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_5	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_5_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_5	H006	Debug015_aegypti_Mecca_Saudi_Arabia_Female_5_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_7	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_7_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_7	H136	Debug015_aegypti_Mecca_Saudi_Arabia_Female_7_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_8	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_8_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_8	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_8_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_9	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_9_0	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Mecca_Saudi_Arabia_Female_9	H005	Debug015_aegypti_Mecca_Saudi_Arabia_Female_9_1	Mecca	AAA	Middle East	Asia	SaudiArabia
Debug015_aegypti_Santarem_Brazil_L_1	H007	Debug015_aegypti_Santarem_Brazil_L_1_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_1	H007	Debug015_aegypti_Santarem_Brazil_L_1_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_10	H691	Debug015_aegypti_Santarem_Brazil_L_10_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_10	H007	Debug015_aegypti_Santarem_Brazil_L_10_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_11	H008	Debug015_aegypti_Santarem_Brazil_L_11_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_11	H007	Debug015_aegypti_Santarem_Brazil_L_11_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_12	H007	Debug015_aegypti_Santarem_Brazil_L_12_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_12	H007	Debug015_aegypti_Santarem_Brazil_L_12_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_13	H130	Debug015_aegypti_Santarem_Brazil_L_13_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_13	H004	Debug015_aegypti_Santarem_Brazil_L_13_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_15	H010	Debug015_aegypti_Santarem_Brazil_L_15_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_15	H010	Debug015_aegypti_Santarem_Brazil_L_15_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_17	H004	Debug015_aegypti_Santarem_Brazil_L_17_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_17	H004	Debug015_aegypti_Santarem_Brazil_L_17_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_18	H007	Debug015_aegypti_Santarem_Brazil_L_18_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_18	H004	Debug015_aegypti_Santarem_Brazil_L_18_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_2	H007	Debug015_aegypti_Santarem_Brazil_L_2_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_2	H007	Debug015_aegypti_Santarem_Brazil_L_2_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_3	H007	Debug015_aegypti_Santarem_Brazil_L_3_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_3	H704	Debug015_aegypti_Santarem_Brazil_L_3_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_4	H007	Debug015_aegypti_Santarem_Brazil_L_4_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_4	H007	Debug015_aegypti_Santarem_Brazil_L_4_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_5	H007	Debug015_aegypti_Santarem_Brazil_L_5_0	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_5	H138	Debug015_aegypti_Santarem_Brazil_L_5_1	Santarem	AAA	South America	Americas	Brazil
